CNTYFIPS,State,Year,TotalCaseCounts,TotalSolvedCounts
"Albany, NY",New York,1986,11,7
"Albany, NY",New York,1987,15,13
"Albany, NY",New York,1988,13,10
"Albany, NY",New York,1989,7,7
"Albany, NY",New York,1990,9,9
"Albany, NY",New York,1991,12,8
"Albany, NY",New York,1992,7,4
"Albany, NY",New York,1993,8,8
"Albany, NY",New York,1994,13,10
"Albany, NY",New York,1995,7,4
"Albany, NY",New York,1996,11,8
"Albany, NY",New York,1997,10,7
"Albany, NY",New York,1998,3,3
"Albany, NY",New York,1999,14,12
"Albany, NY",New York,2000,16,12
"Albany, NY",New York,2001,7,4
"Albany, NY",New York,2002,10,7
"Albany, NY",New York,2003,8,8
"Albany, NY",New York,2004,13,11
"Albany, NY",New York,2005,12,5
"Albany, NY",New York,2006,5,2
"Albany, NY",New York,2007,5,5
"Albany, NY",New York,2008,9,6
"Albany, NY",New York,2009,12,8
"Albany, NY",New York,2010,2,2
"Albany, NY",New York,2011,7,5
"Albany, NY",New York,2012,5,3
"Albany, NY",New York,2013,9,5
"Albany, NY",New York,2014,18,10
"Albany, NY",New York,2015,7,6
"Albany, NY",New York,2016,6,6
"Albany, NY",New York,2017,8,5
"Albany, NY",New York,2018,12,7
"Albany, NY",New York,2019,8,6
"Albany, WY",Wyoming,1976,3,3
"Albany, WY",Wyoming,1980,1,1
"Albany, WY",Wyoming,1981,1,1
"Albany, WY",Wyoming,1984,1,1
"Albany, WY",Wyoming,1988,2,2
"Albany, WY",Wyoming,1990,2,2
"Albany, WY",Wyoming,1993,1,1
"Albany, WY",Wyoming,1994,1,1
"Albany, WY",Wyoming,1996,2,2
"Albany, WY",Wyoming,1998,2,2
"Albany, WY",Wyoming,1999,1,1
"Albany, WY",Wyoming,2003,2,2
"Albany, WY",Wyoming,2004,1,1
"Albany, WY",Wyoming,2005,3,3
"Albany, WY",Wyoming,2006,2,2
"Albany, WY",Wyoming,2008,1,1
"Albany, WY",Wyoming,2013,1,1
"Albany, WY",Wyoming,2014,1,1
"Albany, WY",Wyoming,2015,1,1
"Albany, WY",Wyoming,2017,1,1
"Albemarle, VA",Virginia,1976,4,3
"Albemarle, VA",Virginia,1977,4,3
"Albemarle, VA",Virginia,1978,3,3
"Albemarle, VA",Virginia,1979,2,2
"Albemarle, VA",Virginia,1980,4,4
"Albemarle, VA",Virginia,1981,5,5
"Albemarle, VA",Virginia,1982,8,8
"Albemarle, VA",Virginia,1983,2,2
"Albemarle, VA",Virginia,1984,4,4
"Albemarle, VA",Virginia,1985,5,5
"Albemarle, VA",Virginia,1986,2,2
"Albemarle, VA",Virginia,1987,3,3
"Albemarle, VA",Virginia,1988,2,1
"Albemarle, VA",Virginia,1989,2,2
"Albemarle, VA",Virginia,1991,1,1
"Albemarle, VA",Virginia,1992,2,2
"Albemarle, VA",Virginia,1993,3,3
"Albemarle, VA",Virginia,1994,3,3
"Albemarle, VA",Virginia,1995,6,6
"Albemarle, VA",Virginia,1997,2,2
"Albemarle, VA",Virginia,1999,5,5
"Albemarle, VA",Virginia,2000,2,2
"Albemarle, VA",Virginia,2001,2,2
"Albemarle, VA",Virginia,2002,1,1
"Albemarle, VA",Virginia,2003,5,4
"Albemarle, VA",Virginia,2004,1,1
"Albemarle, VA",Virginia,2006,1,1
"Albemarle, VA",Virginia,2007,1,1
"Albemarle, VA",Virginia,2008,4,4
"Albemarle, VA",Virginia,2010,1,1
"Albemarle, VA",Virginia,2011,1,1
"Albemarle, VA",Virginia,2012,4,4
"Albemarle, VA",Virginia,2013,1,1
"Albemarle, VA",Virginia,2014,2,2
"Albemarle, VA",Virginia,2016,1,1
"Albemarle, VA",Virginia,2017,5,4
"Albemarle, VA",Virginia,2018,1,1
"Albemarle, VA",Virginia,2019,2,2
"Alcona, MI",Michigan,1981,1,1
"Alcona, MI",Michigan,1985,1,1
"Alcona, MI",Michigan,1987,1,1
"Alcona, MI",Michigan,1988,1,1
"Alcona, MI",Michigan,1995,1,1
"Alcona, MI",Michigan,2000,2,1
"Alcona, MI",Michigan,2006,1,1
"Alcona, MI",Michigan,2007,2,1
"Alcona, MI",Michigan,2010,2,1
"Alcorn, MS",Mississippi,1976,2,2
"Alcorn, MS",Mississippi,1978,1,1
"Alcorn, MS",Mississippi,1979,1,1
"Alcorn, MS",Mississippi,1980,1,1
"Alcorn, MS",Mississippi,1984,1,1
"Alcorn, MS",Mississippi,1985,2,2
"Alcorn, MS",Mississippi,1987,2,2
"Alcorn, MS",Mississippi,1988,3,3
"Alcorn, MS",Mississippi,1989,1,1
"Alcorn, MS",Mississippi,1990,2,2
"Alcorn, MS",Mississippi,1991,2,2
"Alcorn, MS",Mississippi,1993,1,1
"Alcorn, MS",Mississippi,1994,4,4
"Alcorn, MS",Mississippi,1999,1,1
"Alcorn, MS",Mississippi,2004,2,2
"Alcorn, MS",Mississippi,2005,1,1
"Alcorn, MS",Mississippi,2006,1,1
"Aleutians West, AK",Alaska,1981,3,3
"Aleutians West, AK",Alaska,2001,2,2
"Aleutians West, AK",Alaska,2006,1,1
"Aleutians West, AK",Alaska,2014,1,1
"Alexander, IL",Illinois,1976,1,1
"Alexander, IL",Illinois,1979,4,4
"Alexander, IL",Illinois,1980,4,4
"Alexander, IL",Illinois,1981,1,1
"Alexander, IL",Illinois,1982,1,1
"Alexander, IL",Illinois,1983,1,1
"Alexander, IL",Illinois,1984,1,1
"Alexander, IL",Illinois,1986,2,2
"Alexander, IL",Illinois,1988,1,1
"Alexander, IL",Illinois,1989,2,2
"Alexander, IL",Illinois,1991,2,2
"Alexander, IL",Illinois,1992,2,2
"Alexander, IL",Illinois,1994,1,1
"Alexander, IL",Illinois,2003,1,1
"Alexander, NC",North Carolina,1976,1,1
"Alexander, NC",North Carolina,1977,1,1
"Alexander, NC",North Carolina,1978,2,2
"Alexander, NC",North Carolina,1980,1,1
"Alexander, NC",North Carolina,1981,2,1
"Alexander, NC",North Carolina,1982,3,3
"Alexander, NC",North Carolina,1983,1,1
"Alexander, NC",North Carolina,1984,1,1
"Alexander, NC",North Carolina,1985,1,1
"Alexander, NC",North Carolina,1987,3,3
"Alexander, NC",North Carolina,1988,1,1
"Alexander, NC",North Carolina,1990,4,4
"Alexander, NC",North Carolina,1991,5,5
"Alexander, NC",North Carolina,1992,4,3
"Alexander, NC",North Carolina,1993,4,4
"Alexander, NC",North Carolina,1994,4,4
"Alexander, NC",North Carolina,1995,1,1
"Alexander, NC",North Carolina,1997,2,2
"Alexander, NC",North Carolina,1998,2,2
"Alexander, NC",North Carolina,1999,1,1
"Alexander, NC",North Carolina,2000,2,2
"Alexander, NC",North Carolina,2001,1,1
"Alexander, NC",North Carolina,2002,1,1
"Alexander, NC",North Carolina,2003,2,2
"Alexander, NC",North Carolina,2005,2,2
"Alexander, NC",North Carolina,2006,3,3
"Alexander, NC",North Carolina,2007,3,2
"Alexander, NC",North Carolina,2008,4,3
"Alexander, NC",North Carolina,2009,3,3
"Alexander, NC",North Carolina,2011,3,3
"Alexander, NC",North Carolina,2012,2,2
"Alexander, NC",North Carolina,2014,3,3
"Alexander, NC",North Carolina,2015,1,1
"Alexander, NC",North Carolina,2016,4,4
"Alexander, NC",North Carolina,2017,1,1
"Alexander, NC",North Carolina,2018,2,2
"Alexander, NC",North Carolina,2019,8,8
"Alexandria, VA",Virginia,1976,14,12
"Alexandria, VA",Virginia,1977,14,11
"Alexandria, VA",Virginia,1978,12,10
"Alexandria, VA",Virginia,1979,11,10
"Alexandria, VA",Virginia,1980,7,6
"Alexandria, VA",Virginia,1981,17,15
"Alexandria, VA",Virginia,1982,7,7
"Alexandria, VA",Virginia,1983,6,6
"Alexandria, VA",Virginia,1984,6,4
"Alexandria, VA",Virginia,1985,7,7
"Alexandria, VA",Virginia,1986,5,2
"Alexandria, VA",Virginia,1987,9,7
"Alexandria, VA",Virginia,1988,6,5
"Alexandria, VA",Virginia,1989,11,10
"Alexandria, VA",Virginia,1990,8,6
"Alexandria, VA",Virginia,1991,7,7
"Alexandria, VA",Virginia,1992,5,3
"Alexandria, VA",Virginia,1993,9,7
"Alexandria, VA",Virginia,1994,10,10
"Alexandria, VA",Virginia,1995,3,3
"Alexandria, VA",Virginia,1996,8,6
"Alexandria, VA",Virginia,1997,5,3
"Alexandria, VA",Virginia,1998,8,5
"Alexandria, VA",Virginia,1999,2,2
"Alexandria, VA",Virginia,2001,3,2
"Alexandria, VA",Virginia,2002,3,3
"Alexandria, VA",Virginia,2003,3,2
"Alexandria, VA",Virginia,2004,2,2
"Alexandria, VA",Virginia,2005,4,3
"Alexandria, VA",Virginia,2006,7,7
"Alexandria, VA",Virginia,2007,7,6
"Alexandria, VA",Virginia,2008,4,4
"Alexandria, VA",Virginia,2009,5,5
"Alexandria, VA",Virginia,2010,2,2
"Alexandria, VA",Virginia,2011,1,1
"Alexandria, VA",Virginia,2013,5,4
"Alexandria, VA",Virginia,2014,4,3
"Alexandria, VA",Virginia,2015,4,4
"Alexandria, VA",Virginia,2016,7,6
"Alexandria, VA",Virginia,2017,7,7
"Alexandria, VA",Virginia,2018,4,4
"Alexandria, VA",Virginia,2019,2,1
"Alfalfa, OK",Oklahoma,1978,1,1
"Alfalfa, OK",Oklahoma,1980,1,1
"Alfalfa, OK",Oklahoma,1981,1,1
"Alfalfa, OK",Oklahoma,2017,1,1
"Alger, MI",Michigan,1982,1,1
"Alger, MI",Michigan,1984,1,1
"Alger, MI",Michigan,1987,1,1
"Alger, MI",Michigan,1988,1,1
"Alger, MI",Michigan,1994,2,2
"Alger, MI",Michigan,1995,1,1
"Alger, MI",Michigan,1999,2,2
"Alger, MI",Michigan,2005,1,1
"Alger, MI",Michigan,2006,1,1
"Alger, MI",Michigan,2012,1,1
"Alger, MI",Michigan,2014,1,1
"Alger, MI",Michigan,2017,1,1
"Alger, MI",Michigan,2019,1,1
"Allamakee, IA",Iowa,1980,1,1
"Allegan, MI",Michigan,1977,1,1
"Allegan, MI",Michigan,1978,1,1
"Allegan, MI",Michigan,1979,2,2
"Allegan, MI",Michigan,1980,2,2
"Allegan, MI",Michigan,1981,1,1
"Allegan, MI",Michigan,1982,1,1
"Allegan, MI",Michigan,1983,2,2
"Allegan, MI",Michigan,1984,1,1
"Allegan, MI",Michigan,1986,4,3
"Allegan, MI",Michigan,1987,1,1
"Allegan, MI",Michigan,1988,3,3
"Allegan, MI",Michigan,1989,4,4
"Allegan, MI",Michigan,1990,2,2
"Allegan, MI",Michigan,1993,4,2
"Allegan, MI",Michigan,1994,1,1
"Allegan, MI",Michigan,1995,2,2
"Allegan, MI",Michigan,1997,2,2
"Allegan, MI",Michigan,1998,2,2
"Allegan, MI",Michigan,1999,4,4
"Allegan, MI",Michigan,2000,2,2
"Allegan, MI",Michigan,2001,2,2
"Allegan, MI",Michigan,2002,1,1
"Allegan, MI",Michigan,2003,1,1
"Allegan, MI",Michigan,2004,2,2
"Allegan, MI",Michigan,2005,2,1
"Allegan, MI",Michigan,2007,5,4
"Allegan, MI",Michigan,2008,1,1
"Allegan, MI",Michigan,2009,1,1
"Allegan, MI",Michigan,2011,1,1
"Allegan, MI",Michigan,2012,1,1
"Allegan, MI",Michigan,2013,2,1
"Allegan, MI",Michigan,2014,3,3
"Allegan, MI",Michigan,2015,5,5
"Allegan, MI",Michigan,2016,2,2
"Allegan, MI",Michigan,2017,1,1
"Allegany, MD",Maryland,1976,2,1
"Allegany, MD",Maryland,1977,3,2
"Allegany, MD",Maryland,1978,1,1
"Allegany, MD",Maryland,1979,1,1
"Allegany, MD",Maryland,1980,2,2
"Allegany, MD",Maryland,1981,11,8
"Allegany, MD",Maryland,1982,1,1
"Allegany, MD",Maryland,1983,5,3
"Allegany, MD",Maryland,1984,2,2
"Allegany, MD",Maryland,1987,2,1
"Allegany, MD",Maryland,1988,5,5
"Allegany, MD",Maryland,1989,2,2
"Allegany, MD",Maryland,1991,2,2
"Allegany, MD",Maryland,1992,1,1
"Allegany, MD",Maryland,1993,1,1
"Allegany, MD",Maryland,1994,2,2
"Allegany, MD",Maryland,1995,1,1
"Allegany, MD",Maryland,1996,2,2
"Allegany, MD",Maryland,1997,1,1
"Allegany, MD",Maryland,1998,2,2
"Allegany, MD",Maryland,2000,2,1
"Allegany, MD",Maryland,2003,1,1
"Allegany, MD",Maryland,2005,1,1
"Allegany, MD",Maryland,2006,1,1
"Allegany, MD",Maryland,2008,1,1
"Allegany, MD",Maryland,2010,4,4
"Allegany, MD",Maryland,2011,6,6
"Allegany, MD",Maryland,2012,3,3
"Allegany, MD",Maryland,2013,4,4
"Allegany, MD",Maryland,2014,2,2
"Allegany, MD",Maryland,2015,3,3
"Allegany, MD",Maryland,2016,4,4
"Allegany, MD",Maryland,2017,5,3
"Allegany, MD",Maryland,2018,2,2
"Allegany, NY",New York,1976,3,3
"Allegany, NY",New York,1977,1,1
"Allegany, NY",New York,1979,1,1
"Allegany, NY",New York,1980,1,1
"Allegany, NY",New York,1981,1,1
"Allegany, NY",New York,1983,1,1
"Allegany, NY",New York,1984,2,1
"Allegany, NY",New York,1985,2,2
"Allegany, NY",New York,1986,1,1
"Allegany, NY",New York,1989,1,1
"Allegany, NY",New York,1991,1,1
"Allegany, NY",New York,1993,1,1
"Allegany, NY",New York,1995,2,2
"Allegany, NY",New York,1998,1,1
"Allegany, NY",New York,1999,1,1
"Allegany, NY",New York,2000,3,1
"Allegany, NY",New York,2003,1,1
"Allegany, NY",New York,2006,2,1
"Allegany, NY",New York,2007,1,1
"Allegany, NY",New York,2012,2,2
"Allegany, NY",New York,2014,2,2
"Allegany, NY",New York,2017,3,2
"Allegany, NY",New York,2018,1,1
"Allegany, NY",New York,2019,1,1
"Alleghany, NC",North Carolina,1978,2,2
"Alleghany, NC",North Carolina,1981,1,1
"Alleghany, NC",North Carolina,1983,1,1
"Alleghany, NC",North Carolina,1984,1,1
"Alleghany, NC",North Carolina,1985,1,1
"Alleghany, NC",North Carolina,1989,1,1
"Alleghany, NC",North Carolina,1991,3,3
"Alleghany, NC",North Carolina,1995,1,1
"Alleghany, NC",North Carolina,1999,1,1
"Alleghany, NC",North Carolina,2002,1,1
"Alleghany, NC",North Carolina,2014,1,1
"Alleghany, VA",Virginia,1976,2,2
"Alleghany, VA",Virginia,1978,1,1
"Alleghany, VA",Virginia,1979,1,1
"Alleghany, VA",Virginia,1980,1,1
"Alleghany, VA",Virginia,1981,2,2
"Alleghany, VA",Virginia,1982,2,2
"Alleghany, VA",Virginia,1985,2,2
"Alleghany, VA",Virginia,1986,1,1
"Alleghany, VA",Virginia,1989,1,1
"Alleghany, VA",Virginia,1990,2,2
"Alleghany, VA",Virginia,2002,1,1
"Alleghany, VA",Virginia,2007,3,3
"Alleghany, VA",Virginia,2011,1,1
"Alleghany, VA",Virginia,2012,1,1
"Alleghany, VA",Virginia,2013,2,2
"Allegheny, PA",Pennsylvania,1976,91,78
"Allegheny, PA",Pennsylvania,1977,90,60
"Allegheny, PA",Pennsylvania,1978,99,89
"Allegheny, PA",Pennsylvania,1979,96,77
"Allegheny, PA",Pennsylvania,1980,87,75
"Allegheny, PA",Pennsylvania,1981,81,67
"Allegheny, PA",Pennsylvania,1982,85,68
"Allegheny, PA",Pennsylvania,1983,65,49
"Allegheny, PA",Pennsylvania,1984,68,56
"Allegheny, PA",Pennsylvania,1985,53,50
"Allegheny, PA",Pennsylvania,1986,60,51
"Allegheny, PA",Pennsylvania,1987,42,36
"Allegheny, PA",Pennsylvania,1988,20,17
"Allegheny, PA",Pennsylvania,1989,49,38
"Allegheny, PA",Pennsylvania,1990,13,13
"Allegheny, PA",Pennsylvania,1991,47,38
"Allegheny, PA",Pennsylvania,1992,73,51
"Allegheny, PA",Pennsylvania,1993,106,72
"Allegheny, PA",Pennsylvania,1994,84,61
"Allegheny, PA",Pennsylvania,1995,71,42
"Allegheny, PA",Pennsylvania,1996,68,41
"Allegheny, PA",Pennsylvania,1997,72,49
"Allegheny, PA",Pennsylvania,1998,67,42
"Allegheny, PA",Pennsylvania,1999,68,43
"Allegheny, PA",Pennsylvania,2000,61,45
"Allegheny, PA",Pennsylvania,2001,85,47
"Allegheny, PA",Pennsylvania,2002,74,48
"Allegheny, PA",Pennsylvania,2003,98,54
"Allegheny, PA",Pennsylvania,2004,73,39
"Allegheny, PA",Pennsylvania,2005,87,48
"Allegheny, PA",Pennsylvania,2006,87,39
"Allegheny, PA",Pennsylvania,2007,88,50
"Allegheny, PA",Pennsylvania,2008,108,50
"Allegheny, PA",Pennsylvania,2009,82,40
"Allegheny, PA",Pennsylvania,2010,89,40
"Allegheny, PA",Pennsylvania,2011,70,29
"Allegheny, PA",Pennsylvania,2012,83,31
"Allegheny, PA",Pennsylvania,2013,80,33
"Allegheny, PA",Pennsylvania,2014,103,36
"Allegheny, PA",Pennsylvania,2015,96,26
"Allegheny, PA",Pennsylvania,2016,95,35
"Allegheny, PA",Pennsylvania,2017,98,34
"Allegheny, PA",Pennsylvania,2018,92,51
"Allegheny, PA",Pennsylvania,2019,67,19
"Allen, IN",Indiana,1976,22,17
"Allen, IN",Indiana,1977,19,12
"Allen, IN",Indiana,1978,17,15
"Allen, IN",Indiana,1979,12,8
"Allen, IN",Indiana,1980,17,12
"Allen, IN",Indiana,1981,20,17
"Allen, IN",Indiana,1982,25,21
"Allen, IN",Indiana,1983,17,12
"Allen, IN",Indiana,1984,4,4
"Allen, IN",Indiana,1985,26,14
"Allen, IN",Indiana,1986,18,16
"Allen, IN",Indiana,1987,7,4
"Allen, IN",Indiana,1988,14,6
"Allen, IN",Indiana,1989,17,11
"Allen, IN",Indiana,1990,19,11
"Allen, IN",Indiana,1991,26,22
"Allen, IN",Indiana,1992,24,18
"Allen, IN",Indiana,1993,35,24
"Allen, IN",Indiana,1994,41,33
"Allen, IN",Indiana,1995,30,24
"Allen, IN",Indiana,1996,15,12
"Allen, IN",Indiana,1997,41,32
"Allen, IN",Indiana,1998,26,16
"Allen, IN",Indiana,1999,22,17
"Allen, IN",Indiana,2000,20,16
"Allen, IN",Indiana,2001,26,14
"Allen, IN",Indiana,2002,28,18
"Allen, IN",Indiana,2003,20,12
"Allen, IN",Indiana,2004,24,14
"Allen, IN",Indiana,2005,30,23
"Allen, IN",Indiana,2006,19,13
"Allen, IN",Indiana,2007,27,20
"Allen, IN",Indiana,2008,25,15
"Allen, IN",Indiana,2009,22,12
"Allen, IN",Indiana,2010,30,17
"Allen, IN",Indiana,2011,28,20
"Allen, IN",Indiana,2012,29,14
"Allen, IN",Indiana,2013,43,22
"Allen, IN",Indiana,2014,14,11
"Allen, IN",Indiana,2015,28,19
"Allen, IN",Indiana,2016,47,25
"Allen, IN",Indiana,2017,39,21
"Allen, IN",Indiana,2018,41,31
"Allen, IN",Indiana,2019,29,26
"Allen, KS",Kansas,1988,1,1
"Allen, KS",Kansas,1991,1,1
"Allen, KS",Kansas,2005,1,1
"Allen, KS",Kansas,2006,1,1
"Allen, KS",Kansas,2010,1,1
"Allen, KS",Kansas,2016,1,1
"Allen, KS",Kansas,2017,1,1
"Allen, KS",Kansas,2018,2,2
"Allen, KY",Kentucky,1982,1,1
"Allen, KY",Kentucky,1984,1,1
"Allen, KY",Kentucky,1993,1,1
"Allen, KY",Kentucky,1997,1,1
"Allen, KY",Kentucky,2004,1,1
"Allen, KY",Kentucky,2008,1,1
"Allen, KY",Kentucky,2015,1,1
"Allen, KY",Kentucky,2016,2,2
"Allen, LA",Louisiana,1976,1,1
"Allen, LA",Louisiana,1977,2,2
"Allen, LA",Louisiana,1980,2,1
"Allen, LA",Louisiana,1981,2,2
"Allen, LA",Louisiana,1982,10,10
"Allen, LA",Louisiana,1983,3,3
"Allen, LA",Louisiana,1985,4,3
"Allen, LA",Louisiana,1986,2,2
"Allen, LA",Louisiana,1987,1,1
"Allen, LA",Louisiana,1988,4,4
"Allen, LA",Louisiana,1989,2,2
"Allen, LA",Louisiana,1990,2,2
"Allen, LA",Louisiana,1994,1,1
"Allen, LA",Louisiana,1995,3,1
"Allen, LA",Louisiana,1996,1,1
"Allen, LA",Louisiana,1997,2,2
"Allen, LA",Louisiana,1998,4,4
"Allen, LA",Louisiana,2000,2,2
"Allen, LA",Louisiana,2001,3,3
"Allen, LA",Louisiana,2002,1,1
"Allen, LA",Louisiana,2010,1,1
"Allen, LA",Louisiana,2011,1,1
"Allen, LA",Louisiana,2013,1,1
"Allen, LA",Louisiana,2014,2,2
"Allen, LA",Louisiana,2017,1,1
"Allen, LA",Louisiana,2018,3,3
"Allen, LA",Louisiana,2019,1,1
"Allen, OH",Ohio,1976,4,4
"Allen, OH",Ohio,1977,4,4
"Allen, OH",Ohio,1978,2,1
"Allen, OH",Ohio,1979,9,9
"Allen, OH",Ohio,1980,13,10
"Allen, OH",Ohio,1981,8,7
"Allen, OH",Ohio,1982,3,3
"Allen, OH",Ohio,1983,3,3
"Allen, OH",Ohio,1984,7,7
"Allen, OH",Ohio,1985,3,2
"Allen, OH",Ohio,1986,3,3
"Allen, OH",Ohio,1987,5,4
"Allen, OH",Ohio,1988,9,7
"Allen, OH",Ohio,1989,7,6
"Allen, OH",Ohio,1990,12,11
"Allen, OH",Ohio,1991,5,2
"Allen, OH",Ohio,1992,3,3
"Allen, OH",Ohio,1993,6,6
"Allen, OH",Ohio,1994,6,6
"Allen, OH",Ohio,1995,6,4
"Allen, OH",Ohio,1996,6,4
"Allen, OH",Ohio,1997,3,3
"Allen, OH",Ohio,1998,7,6
"Allen, OH",Ohio,1999,6,5
"Allen, OH",Ohio,2000,8,5
"Allen, OH",Ohio,2001,6,4
"Allen, OH",Ohio,2002,5,4
"Allen, OH",Ohio,2003,2,1
"Allen, OH",Ohio,2004,6,3
"Allen, OH",Ohio,2005,5,3
"Allen, OH",Ohio,2006,11,10
"Allen, OH",Ohio,2007,3,3
"Allen, OH",Ohio,2008,2,2
"Allen, OH",Ohio,2009,6,5
"Allen, OH",Ohio,2010,4,3
"Allen, OH",Ohio,2011,2,2
"Allen, OH",Ohio,2012,8,7
"Allen, OH",Ohio,2013,3,2
"Allen, OH",Ohio,2014,5,3
"Allen, OH",Ohio,2015,3,2
"Allen, OH",Ohio,2016,8,7
"Allen, OH",Ohio,2017,8,7
"Allen, OH",Ohio,2018,5,4
"Allen, OH",Ohio,2019,6,4
"Allendale, SC",South Carolina,1976,2,2
"Allendale, SC",South Carolina,1977,4,4
"Allendale, SC",South Carolina,1978,1,1
"Allendale, SC",South Carolina,1979,2,2
"Allendale, SC",South Carolina,1980,2,2
"Allendale, SC",South Carolina,1981,3,2
"Allendale, SC",South Carolina,1982,2,2
"Allendale, SC",South Carolina,1983,1,1
"Allendale, SC",South Carolina,1984,2,2
"Allendale, SC",South Carolina,1985,3,3
"Allendale, SC",South Carolina,1986,3,3
"Allendale, SC",South Carolina,1987,1,1
"Allendale, SC",South Carolina,1989,2,2
"Allendale, SC",South Carolina,1991,2,1
"Allendale, SC",South Carolina,1992,4,4
"Allendale, SC",South Carolina,1993,2,2
"Allendale, SC",South Carolina,1994,2,2
"Allendale, SC",South Carolina,1995,3,3
"Allendale, SC",South Carolina,1997,1,1
"Allendale, SC",South Carolina,1999,3,1
"Allendale, SC",South Carolina,2000,1,1
"Allendale, SC",South Carolina,2002,1,1
"Allendale, SC",South Carolina,2003,2,2
"Allendale, SC",South Carolina,2005,1,1
"Allendale, SC",South Carolina,2006,3,3
"Allendale, SC",South Carolina,2007,2,1
"Allendale, SC",South Carolina,2009,1,1
"Allendale, SC",South Carolina,2010,1,1
"Allendale, SC",South Carolina,2011,1,1
"Allendale, SC",South Carolina,2013,3,2
"Allendale, SC",South Carolina,2015,1,1
"Allendale, SC",South Carolina,2016,2,2
"Allendale, SC",South Carolina,2018,2,2
"Allendale, SC",South Carolina,2019,1,1
"Alpena, MI",Michigan,1978,1,1
"Alpena, MI",Michigan,1991,3,3
"Alpena, MI",Michigan,1993,1,1
"Alpena, MI",Michigan,1998,1,1
"Alpena, MI",Michigan,2001,1,1
"Alpena, MI",Michigan,2003,3,2
"Alpena, MI",Michigan,2004,1,1
"Alpena, MI",Michigan,2005,2,2
"Alpena, MI",Michigan,2006,1,1
"Alpena, MI",Michigan,2009,2,2
"Alpena, MI",Michigan,2010,2,2
"Alpena, MI",Michigan,2012,1,1
"Alpena, MI",Michigan,2015,5,5
"Alpena, MI",Michigan,2016,3,3
"Alpine, CA",California,1980,1,1
"Alpine, CA",California,1986,1,1
"Alpine, CA",California,1988,1,1
"Alpine, CA",California,2007,1,1
"Alpine, CA",California,2008,1,1
"Amador, CA",California,1979,1,1
"Amador, CA",California,1984,4,4
"Amador, CA",California,1985,3,3
"Amador, CA",California,1987,4,1
"Amador, CA",California,1989,1,1
"Amador, CA",California,1992,2,2
"Amador, CA",California,1993,2,2
"Amador, CA",California,1999,1,1
"Amador, CA",California,2000,1,1
"Amador, CA",California,2004,2,1
"Amador, CA",California,2006,2,2
"Amador, CA",California,2009,1,1
"Amador, CA",California,2010,1,1
"Amador, CA",California,2011,3,3
"Amador, CA",California,2014,1,1
"Amador, CA",California,2015,1,1
"Amador, CA",California,2018,3,3
"Amador, CA",California,2019,1,1
"Amelia, VA",Virginia,1978,1,1
"Amelia, VA",Virginia,1979,2,2
"Amelia, VA",Virginia,1980,1,1
"Amelia, VA",Virginia,1985,1,1
"Amelia, VA",Virginia,1986,1,1
"Amelia, VA",Virginia,1987,1,1
"Amelia, VA",Virginia,1988,1,1
"Amelia, VA",Virginia,1990,2,1
"Amelia, VA",Virginia,1993,2,2
"Amelia, VA",Virginia,1996,1,1
"Amelia, VA",Virginia,1997,1,1
"Amelia, VA",Virginia,2000,1,1
"Amelia, VA",Virginia,2006,2,2
"Amelia, VA",Virginia,2010,1,1
"Amelia, VA",Virginia,2014,1,1
"Amelia, VA",Virginia,2015,3,3
"Amelia, VA",Virginia,2016,2,2
"Amelia, VA",Virginia,2017,1,1
"Amelia, VA",Virginia,2018,1,1
"Amherst, VA",Virginia,1976,3,3
"Amherst, VA",Virginia,1977,2,2
"Amherst, VA",Virginia,1978,6,6
"Amherst, VA",Virginia,1979,3,3
"Amherst, VA",Virginia,1980,1,1
"Amherst, VA",Virginia,1982,3,3
"Amherst, VA",Virginia,1983,3,3
"Amherst, VA",Virginia,1984,2,2
"Amherst, VA",Virginia,1985,1,1
"Amherst, VA",Virginia,1986,4,4
"Amherst, VA",Virginia,1987,7,7
"Amherst, VA",Virginia,1988,1,1
"Amherst, VA",Virginia,1990,1,1
"Amherst, VA",Virginia,1991,4,4
"Amherst, VA",Virginia,1994,4,2
"Amherst, VA",Virginia,1996,2,1
"Amherst, VA",Virginia,1998,1,1
"Amherst, VA",Virginia,1999,1,1
"Amherst, VA",Virginia,2000,4,4
"Amherst, VA",Virginia,2002,2,2
"Amherst, VA",Virginia,2003,1,1
"Amherst, VA",Virginia,2004,1,1
"Amherst, VA",Virginia,2005,1,1
"Amherst, VA",Virginia,2007,1,1
"Amherst, VA",Virginia,2013,1,1
"Amherst, VA",Virginia,2014,2,2
"Amherst, VA",Virginia,2018,2,2
"Amherst, VA",Virginia,2019,5,5
"Amite, MS",Mississippi,2000,1,1
"Anchorage, AK",Alaska,1976,15,8
"Anchorage, AK",Alaska,1977,13,8
"Anchorage, AK",Alaska,1978,16,13
"Anchorage, AK",Alaska,1979,16,10
"Anchorage, AK",Alaska,1980,17,12
